ID,ride_time,dispatch_time,ride_lat,ride_lon,alight_lat,alight_lon,taxi_type,type
196,1426,0,37.44801712,127.14076233,37.44036484,127.14556885,1,0
197,1409,0,37.43381631,127.13518473,37.51376627,127.05142259,1,0
198,1425,0,37.44794846,127.16349792,37.4334259,127.16091919,1,0
199,1413,0,37.39377515,127.11253215,37.44781563,127.17256982,1,0
200,1426,0,37.41225468,127.1295236,37.43349179,127.13252287,1,0
201,1404,0,37.41307418,127.13047029,37.30332599,127.08298279,1,0
202,1421,0,37.386227,127.12562474,37.44360034,127.12951408,1,0
203,1419,0,37.34175873,127.10597229,37.39263916,127.10967255,1,0
204,1425,0,37.43434525,127.13591766,37.44573593,127.16535187,1,0
205,1405,0,37.41254425,127.12376404,37.19968414,127.08885193,1,0
206,1417,0,37.432384,127.12893283,37.35577859,127.14729647,1,0
207,1427,0,37.43429342,127.13656172,37.40543226,127.15498678,1,0
208,1418,0,37.39623195,127.11134916,37.29555465,127.11560324,1,0
209,1424,0,37.44052505,127.16262054,37.39698029,127.24124908,1,0
210,1431,0,37.3406915,127.11178279,37.36248227,127.10598312,1,0
211,1421,0,37.38697052,127.12476349,37.41286087,127.09831238,1,0
212,1420,0,37.39455828,127.11281183,37.37081945,127.16780212,1,0
213,1431,0,37.44353887,127.14059378,37.43026006,127.13687123,1,0
214,1419,0,37.34995651,127.10922241,37.35159683,127.16347504,1,0
215,1383,0,37.41297083,127.13046865,37.10946272,127.64539738,1,0
216,1418,0,37.35060883,127.1089859,37.29747772,127.12848663,1,0
217,1433,0,37.43219229,127.12922662,37.44135035,127.13327184,1,0
218,1429,0,37.45560074,127.16196442,37.43959808,127.14785004,1,0
219,1419,0,37.39985275,127.10341644,37.25367355,127.1230011,1,0
220,1428,0,37.44454575,127.13500977,37.44329071,127.16202545,1,0
221,1426,0,37.38956353,127.09005371,37.33187577,127.0658209,1,0
222,1432,0,37.44221878,127.15952301,37.44570541,127.13344574,1,0
223,1420,0,37.39154755,127.07753312,37.43384135,127.14027872,1,0
224,1425,0,37.38858638,127.12430464,37.38443008,127.07427332,1,0
225,1427,0,37.34923935,127.10894775,37.30103302,127.108284,1,0
226,1436,0,37.43213405,127.12923491,37.43526531,127.1395294,1,0
227,1432,0,37.44692655,127.16637265,37.43874529,127.1630134,1,0
228,1433,0,37.43790624,127.15983106,37.43092339,127.13135536,1,0
229,1405,0,37.37741852,127.13038635,37.20175934,127.05932617,1,0
230,1432,0,37.4155159,127.11502075,37.44396973,127.15524292,1,0
231,1433,0,37.40321796,127.10766142,37.39303846,127.07524286,1,0
232,1434,0,37.44643784,127.16593933,37.46287155,127.16928864,1,0
233,1431,0,37.41249678,127.13046114,37.44617916,127.16485915,1,0
234,1434,0,37.45601273,127.16243744,37.42952347,127.13632965,1,0
235,1433,0,37.37828445,127.11275482,37.39746094,127.11805725,1,0
236,1435,0,37.44081609,127.1314598,37.45089932,127.13826233,1,0
237,1434,0,37.43381126,127.1594867,37.44824191,127.16523327,1,0
238,1424,0,37.44314839,127.13566898,37.44383061,127.13342758,1,0
239,1434,0,37.43687057,127.15866089,37.43971252,127.17875671,1,0
240,1430,0,37.44104969,127.1322518,37.49192098,127.11654286,1,0
241,1430,0,37.44392109,127.13855622,37.45231811,127.1715552,1,0
242,1433,0,37.37945043,127.11514133,37.41271163,127.09835664,1,0
243,1424,0,37.4121937,127.1295236,37.35054781,127.16732466,1,0
244,1427,0,37.38322559,127.12094087,37.45844957,127.17070284,1,0
245,1433,0,37.38264847,127.12683868,37.41727829,127.13183594,1,0
246,1431,0,37.43327272,127.13139873,37.42725435,127.06954788,1,0
247,1418,0,37.37924194,127.11632538,37.26839447,127.06289673,1,0
248,1429,0,37.35779572,127.10852051,37.43431854,127.16017151,1,0
249,1403,0,37.39964434,127.10966035,37.65260778,126.90186953,1,0
250,1426,0,37.37888928,127.11577758,37.44077684,127.14687989,1,0
251,1418,0,37.40252304,127.11140442,37.56302261,127.18367004,1,0
252,1400,0,37.36608124,127.10829163,37.50523376,126.71435547,1,0
253,1423,0,37.4142333,127.12254397,37.34169534,127.12329345,1,0
254,1427,0,37.44260788,127.16781616,37.42954254,127.23771667,1,0
255,1430,0,37.43239818,127.12893113,37.42007492,127.24369322,1,0
256,1441,0,37.44702911,127.13806152,37.4401207,127.12928772,1,0
257,1424,0,37.34843304,127.11115834,37.27021545,127.04378008,1,0
258,1434,0,37.35011292,127.10845184,37.35521317,127.04659271,1,0
259,1424,0,37.40240762,127.10836894,37.45210056,127.14919663,1,0
260,1414,0,37.43223953,127.1288147,37.2379303,127.05722809,1,0
261,1429,0,37.36007134,127.1148265,37.45381502,127.14968411,1,0
262,1441,0,37.4443512,127.15607452,37.4366684,127.16073608,1,0
263,1432,0,37.3955623,127.10649485,37.3700645,127.04981723,1,0
264,1440,0,37.35003821,127.10703724,37.37168815,127.07093078,1,0
265,1433,0,37.36506271,127.06909943,37.33577728,127.09409332,1,0
266,1434,0,37.33866619,127.11028865,37.3205425,127.09127579,1,0
267,1429,0,37.3972702,127.11184692,37.34582901,127.11681366,1,0
268,1442,0,37.43904495,127.13801575,37.43175888,127.12934113,1,0
269,1442,0,37.44094849,127.14714813,37.44253159,127.16811371,1,0
270,1437,0,37.3981781,127.11300659,37.40671921,127.13527679,1,0
271,1414,0,37.39622836,127.11064127,37.51723624,126.8841913,1,0
272,1443,0,37.43627058,127.14134468,37.43439793,127.14627812,1,0
273,1438,0,37.44044575,127.16261202,37.41457119,127.15681485,1,0
274,1436,0,37.42638398,127.1433281,37.41598128,127.24772096,1,0
275,1442,0,37.41269684,127.12905884,37.44099045,127.12769318,1,0
276,1444,0,37.39161111,127.11132456,37.40648338,127.12108261,1,0
277,1431,0,37.36172485,127.105896,37.30350494,127.08325195,1,0
278,1414,0,37.39045715,127.09406281,37.2468071,127.49116516,1,0
279,1441,0,37.46147156,127.16746521,37.44221878,127.14337158,1,0
280,1440,0,37.43877029,127.16075897,37.41201782,127.16296387,1,0
281,1437,0,37.3972702,127.11229706,37.44787598,127.14542389,1,0
282,1437,0,37.44205475,127.1312561,37.43557358,127.18000793,1,0
283,1438,0,37.43145049,127.1285943,37.381708,127.23293665,1,0
284,1428,0,37.38404846,127.13169098,37.26504898,127.08235168,1,0
285,1442,0,37.4322644,127.12921635,37.43422586,127.16139466,1,0
286,1440,0,37.38925171,127.09131622,37.37290192,127.12303162,1,0
287,1429,0,37.3658542,127.1080881,37.40498675,127.23136651,1,0
288,1444,0,37.36661148,127.10674286,37.39477158,127.12260437,1,0
289,1447,0,37.42979642,127.15173277,37.43389407,127.12966665,1,0
290,1443,0,37.43199539,127.12913513,37.44931412,127.17284393,1,0
291,1436,0,37.3847847,127.12199402,37.32178497,127.06101227,1,0
292,1431,0,37.41868973,127.13076019,37.30559921,126.90566254,1,0
293,1445,0,37.44281962,127.15520794,37.44207632,127.13326317,1,0
294,1439,0,37.43220637,127.12922461,37.47324421,127.1461273,1,0
295,1446,0,37.43205762,127.1292458,37.42975987,127.15132013,1,0
296,1450,0,37.45072953,127.15975041,37.45141664,127.16839047,1,0
297,1430,0,37.39619446,127.11107635,37.39431381,127.25896454,1,0
298,1444,0,37.43540176,127.14307325,37.41376594,127.14659065,1,0
299,1447,0,37.38873291,127.123909,37.39055252,127.13566589,1,0
300,1434,0,37.43509293,127.13931274,37.38544083,127.12843323,1,0
301,1440,0,37.45806503,127.12682343,37.42661285,127.10050964,1,0
302,1445,0,37.33843613,127.10906219,37.30646133,127.10762787,1,0
303,1441,0,37.3959832,127.11082602,37.44704992,127.16115656,1,0
304,1444,0,37.39797592,127.11138916,37.41334152,127.14131165,1,0
305,1447,0,37.44524765,127.16216278,37.45404816,127.14955139,1,0
306,1445,0,37.41233695,127.12922148,37.43034618,127.09916317,1,0
307,1440,0,37.36487706,127.10692026,37.42865845,127.15216175,1,0
308,1444,0,37.43882002,127.12779612,37.40776793,127.13676536,1,0
309,1442,0,37.39073839,127.07717258,37.37965868,127.12772039,1,0
310,1430,0,37.45148055,127.15770242,37.57670323,127.22622906,1,0
311,1439,0,37.43236923,127.13009644,37.40803528,127.2362442,1,0
312,1452,0,37.38418562,127.1243079,37.37141051,127.12259473,1,0
313,1451,0,37.40796661,127.1411972,37.40137863,127.12358093,1,0
314,1436,0,37.4119052,127.12864356,37.33185607,127.12969039,1,0
315,1447,0,37.43191817,127.12926565,37.45794237,127.16180093,1,0
316,1427,0,37.45143127,127.16819763,37.34483719,127.15182495,1,0
317,1452,0,37.44191764,127.13518531,37.43496078,127.13897749,1,0
318,1439,0,37.39620361,127.11480701,37.45040188,127.1493513,1,0
319,1452,0,37.44986725,127.1337738,37.43763351,127.1371994,1,0
320,1448,0,37.45159555,127.14856437,37.45403522,127.12915652,1,0
321,1446,0,37.44251994,127.1372184,37.40973453,127.1432503,1,0
322,1434,0,37.44958496,127.12677765,37.60919571,127.13581085,1,0
323,1453,0,37.44152451,127.13357544,37.44799042,127.14052582,1,0
324,1447,0,37.38578086,127.12216408,37.41278415,127.14581959,1,0
325,1426,0,37.38692646,127.12485436,37.24704478,127.03732016,1,0
326,1444,0,37.43240629,127.12893016,37.35443981,127.10601034,1,0
327,1450,0,37.38591066,127.12233714,37.38630145,127.09252043,1,0
328,1450,0,37.43362531,127.13024091,37.45730664,127.1604552,1,0
329,1454,0,37.43175507,127.12905884,37.42940521,127.13923645,1,0
330,1456,0,37.44329462,127.14279256,37.43534528,127.13967565,1,0
331,1445,0,37.43221588,127.12922326,37.36559776,127.10746317,1,0
332,1420,0,37.38650703,127.12531357,37.49764654,126.7745798,1,0
333,1434,0,37.39431631,127.10968992,37.24525212,126.96825124,1,0
334,1447,0,37.3760879,127.10551306,37.3914339,127.12707167,1,0
335,1447,0,37.35063832,127.10901165,37.44616359,127.14776975,1,0
336,1453,0,37.3938446,127.11157227,37.39015579,127.12542725,1,0
337,1456,0,37.44038883,127.1497777,37.44026726,127.1415069,1,0
338,1456,0,37.38203131,127.09735274,37.40000041,127.10648714,1,0
339,1455,0,37.38662557,127.12621951,37.41867544,127.13531677,1,0
340,1457,0,37.43727112,127.15911102,37.42720413,127.15075684,1,0
341,1453,0,37.44356537,127.14073181,37.44972992,127.15599823,1,0
342,1459,0,37.43205526,127.12924613,37.4404443,127.13020212,1,0
343,1448,0,37.43318939,127.13102721999999,37.45402145,127.14928436,1,0
344,1448,0,37.41341782,127.13048553,37.38074493,127.23371124,1,0
345,1450,0,37.35298928,127.11692127,37.32764522,127.0928193,1,0
346,1453,0,37.41223907,127.12905121,37.449775700000004,127.13394928,1,0
347,1443,0,37.43242908,127.12973263,37.5471327,127.07262178,1,0
348,1460,0,37.43875885,127.14278412,37.43789291,127.12813568,1,0
349,1456,0,37.37923813,127.11564636,37.38227081,127.09527588,1,0
350,1455,0,37.43294144,127.16422272,37.4418869,127.14347076,1,0
351,1455,0,37.35015869,127.11026001,37.38021469,127.1158905,1,0
352,1437,0,37.38440704,127.12421417,37.38447571,126.85985565,1,0
353,1453,0,37.4414711,127.13360596,37.40983582,127.1256485,1,0
354,1458,0,37.44536972,127.13183594,37.44225311,127.14345551,1,0
355,1450,0,37.39084173,127.08389692,37.32382005,127.09391353,1,0
356,1457,0,37.38424683,127.12443542,37.36970901,127.12833405,1,0
357,1445,0,37.33854546,127.10985771,37.27192376,127.10743176,1,0
358,1459,0,37.36555762,127.10746317,37.36764855,127.1177993,1,0
359,1454,0,37.36560822,127.10785675,37.34125137,127.09524536,1,0
360,1461,0,37.34120148,127.1059302,37.35135766,127.10958221,1,0
361,1459,0,37.39456177,127.12533569,37.37417984,127.13657379,1,0
362,1453,0,37.39201175,127.06113845,37.41078065,127.09540888,1,0
363,1457,0,37.38695145,127.12583923,37.3584137,127.12317657,1,0
364,1458,0,37.34633949,127.10990745,37.36302308,127.11114767,1,0
365,1456,0,37.4320392,127.12924842,37.45236272,127.16690382,1,0
366,1454,0,37.40322113,127.11244965,37.43898392,127.12593842,1,0
367,1447,0,37.38687515,127.12586975,37.37459946,127.23022461,1,0
368,1457,0,37.37931442,127.11514282,37.37120819,127.13860321,1,0
369,1453,0,37.36621562,127.1425948,37.34047665,127.10263934,1,0
370,1458,0,37.43236923,127.1292038,37.44152832,127.16407013,1,0
371,1442,0,37.39377594,127.11142731,37.35482025,127.32744598,1,0
372,1456,0,37.43507828,127.1391878,37.44168513,127.16116056,1,0
373,1454,0,37.35000846,127.10966865,37.30480614,127.12619447,1,0
374,1461,0,37.44496059,127.15825165,37.45114781,127.16724359,1,0
375,1453,0,37.44136958,127.14847009,37.47083917,127.09223086,1,0
376,1461,0,37.3805542,127.10495758,37.36565399,127.10592651,1,0
377,1454,0,37.4292717,127.14937592,37.4509201,127.15930176,1,0
378,1454,0,37.40120349,127.10608641,37.36795952,127.11994097,1,0
379,1460,0,37.38301715,127.120904,37.38061243,127.10478957,1,0
380,1447,0,37.39981839,127.10847079,37.31439765,127.0821973,1,0
381,1450,0,37.41199493,127.16297913,37.45866013,127.15577698,1,0
382,1462,0,37.35063444,127.10901177,37.33225931,127.11655817,1,0
383,1460,0,37.43593979,127.14089966,37.4398613,127.12889099,1,0
384,1451,0,37.43600845,127.16135406,37.41368484,127.24998474,1,0
385,1461,0,37.44237276,127.15421764,37.41717123,127.15645317,1,0
386,1459,0,37.44548798,127.14186859,37.43346786,127.13098145,1,0
387,1461,0,37.40128724,127.10597297,37.38970929,127.0713393,1,0
388,1455,0,37.41178769,127.09521389,37.43298204,127.12913039,1,0
389,1463,0,37.40977407,127.12568482,37.40637012,127.11356346,1,0
390,1452,0,37.38985867,127.09294368,37.28156451,127.11281501,1,0
391,1467,0,37.36750412,127.14178467,37.37268829,127.13563538,1,0
392,1443,0,37.4018448,127.1096673,37.28965763,127.12250983,1,0
393,1464,0,37.44190339,127.13513746,37.45518507,127.12924664,1,0
