ID,ride_time,dispatch_time,ride_lat,ride_lon,alight_lat,alight_lon,taxi_type,type
1007,1419,0,37.36274338,127.10693359,37.34873199,127.18094635,1,0
1008,1420,0,37.4008025,127.10369555,37.4413747,127.13649173,1,0
1009,1434,0,37.41158483,127.1304603,37.41077311,127.13384822,1,0
1010,1408,0,37.43410873,127.12895966,37.39298248,127.07528687,1,0
1011,1432,0,37.38247681,127.12162018,37.3741951,127.13648987,1,0
1012,1435,0,37.44295502,127.13578796,37.44295502,127.14121246,1,0
1013,1434,0,37.44503784,127.15779114,37.44789124,127.16869354,1,0
1014,1429,0,37.41142922,127.13046282,37.41133803,127.09958079,1,0
1015,1435,0,37.44249096,127.15447836,37.44517917,127.16164457,1,0
1016,1422,0,37.4009819,127.10619354,37.28482056,127.03391266,1,0
1017,1421,0,37.40203214,127.11176172,37.40934018,127.24849682,1,0
1018,1419,0,37.36892628,127.10593822,37.30562675,127.08937529,1,0
1019,1424,0,37.40240979,127.11129814,37.3513584,127.10800993,1,0
1020,1435,0,37.45231054,127.1601867,37.45739659,127.16888035,1,0
1021,1434,0,37.44998298,127.1351909,37.44119586,127.14489541,1,0
1022,1424,0,37.44014418,127.13208523,37.36858067,127.11573038,1,0
1023,1400,0,37.43240295,127.12919856,37.52246878,126.83678447,1,0
1024,1425,0,37.39712143,127.11269379,37.4466362,127.13613129,1,0
1025,1434,0,37.43215032,127.1292326,37.43646463,127.16466442,1,0
1026,1419,0,37.37389418,127.06817486,37.4477626,127.14534191,1,0
1027,1414,0,37.37664235,127.11263279,37.26313764,127.08313137,1,0
1028,1435,0,37.43356552,127.12992056,37.44002995,127.14568991,1,0
1029,1433,0,37.39445877,127.1129303,37.32407761,127.10225677,1,0
1030,1406,0,37.39574016,127.10966761,37.26932596,127.01070152,1,0
1031,1419,0,37.39405718,127.10969453,37.31970755,127.1180516,1,0
1032,1439,0,37.41232555,127.12830975,37.40532065,127.12155758,1,0
1033,1439,0,37.44260568,127.1359298,37.4475878,127.13673974,1,0
1034,1437,0,37.38432693,127.1243515,37.35823441,127.12388611,1,0
1035,1389,0,37.44084549,127.14675903,37.83971024,127.06773376,1,0
1036,1439,0,37.35060501,127.10877991,37.36274719,127.10705566,1,0
1037,1396,0,37.36189442,127.10598675,37.43152906,127.17735118,1,0
1038,1428,0,37.4331665,127.13127899,37.38987732,127.09753418,1,0
1039,1438,0,37.40196228,127.11178589,37.38854218,127.1231308,1,0
1040,1437,0,37.43332242,127.13165376,37.41106176,127.13046878,1,0
1041,1439,0,37.44272232,127.13800812,37.43359756,127.13581848,1,0
1042,1435,0,37.38687134,127.12483215,37.36623383,127.10649109,1,0
1043,1409,0,37.39608555,127.11073421,37.62216645,126.8455476,1,0
1044,1438,0,37.41286095,127.12953038,37.44210513,127.15058381,1,0
1045,1419,0,37.37965722,127.11684947,37.56023592,127.19172935,1,0
1046,1442,0,37.38688278,127.12586975,37.38986969,127.13973999,1,0
1047,1435,0,37.36349106,127.1060257,37.39311218,127.07499695,1,0
1048,1438,0,37.43228912,127.12914276,37.45261765,127.16754913,1,0
1049,1441,0,37.44612122,127.16447449,37.44458389,127.14819336,1,0
1050,1429,0,37.39798737,127.11112976,37.36530304,127.30732727,1,0
1051,1437,0,37.41203151,127.12952361,37.36684085,127.10595217,1,0
1052,1439,0,37.41281724,127.14500226,37.40974109,127.1255566,1,0
1053,1443,0,37.35989552,127.10576381,37.3348799,127.10890825,1,0
1054,1442,0,37.43601227,127.1384964,37.45431137,127.16487122,1,0
1055,1439,0,37.43767548,127.15962219,37.45700836,127.16098785,1,0
1056,1431,0,37.40117264,127.10601807,37.41481781,127.24954987,1,0
1057,1437,0,37.40101242,127.10604858,37.33283997,127.09925079,1,0
1058,1435,0,37.40319061,127.10756683,37.4421463,127.13639832,1,0
1059,1430,0,37.39810181,127.11152649,37.33958054,127.08253479,1,0
1060,1427,0,37.36592738,127.1080881,37.39861255,127.2792636,1,0
1061,1443,0,37.41524499,127.11482258,37.42965209,127.13666828,1,0
1062,1443,0,37.4293646,127.13094323,37.40677796,127.11539457,1,0
1063,1426,0,37.43146896,127.12906647,37.31278229,127.0806427,1,0
1064,1423,0,37.41164234,127.13045964,37.25874697,127.07824026,1,0
1065,1439,0,37.38437271,127.12424469,37.35382843,127.14489746,1,0
1066,1447,0,37.41197715,127.12952361,37.43202085,127.12925103,1,0
1067,1440,0,37.39057541,127.0851059,37.30567932,127.10575104,1,0
1068,1442,0,37.43596659,127.13840524,37.45766116,127.15880592,1,0
1069,1436,0,37.46451696,127.1399803,37.49015235,127.23747799,1,0
1070,1428,0,37.3384819,127.11027527,37.23310089,127.21037292,1,0
1071,1444,0,37.43893051,127.12774658,37.38798523,127.12236023,1,0
1072,1442,0,37.4382757,127.16927264,37.44288815,127.13380207,1,0
1073,1446,0,37.3499527,127.10739899,37.36546707,127.06802368,1,0
1074,1445,0,37.43359375,127.13549805,37.41452789,127.14859772,1,0
1075,1423,0,37.40156937,127.11181641,37.2866745,126.98602295,1,0
1076,1440,0,37.38545227,127.12047577,37.35118484,127.16542053,1,0
1077,1448,0,37.36596298,127.10823822,37.37537003,127.11932373,1,0
1078,1448,0,37.37779099,127.11423212,37.36490251,127.12947825,1,0
1079,1444,0,37.43325043,127.13122559,37.41215134,127.1285553,1,0
1080,1451,0,37.45262345,127.160324,37.45119058,127.16742047,1,0
1081,1420,0,37.39623145,127.11125159,37.51057991,126.75346655,1,0
1082,1450,0,37.44324493,127.13969421,37.44849777,127.1374588,1,0
1083,1445,0,37.44098059,127.13202221,37.44992636,127.15833125,1,0
1084,1444,0,37.41209793,127.12908173,37.43366623,127.15983582,1,0
1085,1442,0,37.38702934,127.12473988,37.45081285,127.14657086,1,0
1086,1442,0,37.35004482,127.10664009,37.44194884,127.14343684,1,0
1087,1438,0,37.412966,127.13865214,37.46520772,127.138441,1,0
1088,1421,0,37.40217209,127.111763,37.56184006,126.91560364,1,0
1089,1447,0,37.43058777,127.12948608,37.45788956,127.16431427,1,0
1090,1431,0,37.39395142,127.10970306,37.34698486,127.3454361,1,0
1091,1449,0,37.39376919,127.11172694,37.41272063,127.09830263,1,0
1092,1434,0,37.36308289,127.10611725,37.38744736,127.07479095,1,0
1093,1398,0,37.3914538,127.10958197,37.66447771,126.80554808,1,0
1094,1433,0,37.40113974,127.10611222,37.48698751,126.94550855,1,0
1095,1444,0,37.39731979,127.10688782,37.33288574,127.09253693,1,0
1096,1447,0,37.38962173,127.09718323,37.41035461,127.12492371,1,0
1097,1446,0,37.41033554,127.13045502,37.36626816,127.10791016,1,0
1098,1453,0,37.45391464,127.16066742,37.46165848,127.15782166,1,0
1099,1437,0,37.41140749,127.12862491,37.49472532,127.04830018,1,0
1100,1427,0,37.38365173,127.12138367,37.20498276,127.0029068,1,0
1101,1427,0,37.4439782,127.15461843,37.38437555,126.93439304,1,0
1102,1433,0,37.44479196,127.15642779,37.34217945,127.17326924,1,0
1103,1435,0,37.39523017,127.10967348,37.2032223,127.09147313,1,0
1104,1455,0,37.45422363,127.16082001,37.44064331,127.15971375,1,0
1105,1455,0,37.43090378,127.1291235,37.43897106,127.13268164,1,0
1106,1451,0,37.39718437,127.11234813,37.38712715,127.12463026,1,0
1107,1449,0,37.44780808,127.14533959,37.44767327,127.16503681,1,0
1108,1439,0,37.39373016,127.11116791,37.40153122,127.27126312,1,0
1109,1447,0,37.3880806,127.12263489,37.35444641,127.16622162,1,0
1110,1443,0,37.35079412,127.10900662,37.42817455,127.09598255,1,0
1111,1447,0,37.36193848,127.10565948,37.37944031,127.13446808,1,0
1112,1452,0,37.4335556,127.13261414,37.44267273,127.13586426,1,0
1113,1457,0,37.43373489,127.13047791,37.44272614,127.15264893,1,0
1114,1451,0,37.3826561,127.15114594,37.3634491,127.10649872,1,0
1115,1453,0,37.43112946,127.1290741,37.43432617,127.21032715,1,0
1116,1452,0,37.33812332,127.10961151,37.29637146,127.11563873,1,0
1117,1460,0,37.44105148,127.15989685,37.43677902,127.16467285,1,0
1118,1457,0,37.41193441,127.12864465,37.38111707,127.11735896,1,0
1119,1455,0,37.39796941,127.11115857,37.40969116,127.12885979,1,0
1120,1456,0,37.41202545,127.13045502,37.40129471,127.11872864,1,0
1121,1457,0,37.44317094,127.15601967,37.44680485,127.14351998,1,0
1122,1456,0,37.4345665,127.15861511,37.4362793,127.14157867,1,0
1123,1452,0,37.39069748,127.06345367,37.35839081,127.10070038,1,0
1124,1454,0,37.40543462,127.12246051,37.44257206,127.15925556,1,0
1125,1411,0,37.39623556,127.11210624,37.71625789,126.75758708,1,0
1126,1459,0,37.43327526,127.13095991,37.44134785,127.14371729,1,0
1127,1454,0,37.41232603,127.12821289,37.43656144,127.16499138,1,0
1128,1461,0,37.36623383,127.10788727,37.36526489,127.11815643,1,0
1129,1453,0,37.43206391,127.1292449,37.43003542,127.09654344,1,0
1130,1449,0,37.41233166,127.12705885,37.48980465,127.05293793,1,0
1131,1450,0,37.3962306,127.11108256,37.38399384,127.23206555,1,0
1132,1459,0,37.4098053,127.12622833,37.4395256,127.1266098,1,0
1133,1459,0,37.33946609,127.10909271,37.3722229,127.13411713,1,0
1134,1446,0,37.44872267,127.15894431,37.40951394,127.25936422,1,0
1135,1461,0,37.38520378,127.12137568,37.39940346,127.12143586,1,0
1136,1447,0,37.40239498,127.10669502,37.30587153,127.07307946,1,0
1137,1459,0,37.36624146,127.10790253,37.38713837,127.07468414,1,0
1138,1450,0,37.36539457,127.10808951,37.26072424,127.07825241,1,0
1139,1462,0,37.36415171,127.10720652,37.38064849,127.10472416,1,0
1140,1461,0,37.38647042,127.12535425,37.43302612,127.13018007,1,0
1141,1449,0,37.40019623,127.10649423,37.2110471,127.0788499,1,0
1142,1460,0,37.36603546,127.10825348,37.39473724,127.12659454,1,0
1143,1465,0,37.43713278,127.15816185,37.43345569,127.13527726,1,0
1144,1453,0,37.39548484,127.10967055,37.32833853,127.11024037,1,0
1145,1452,0,37.43213566,127.12923468,37.34722994,127.12414573,1,0
1146,1458,0,37.44739914,127.13864136,37.47452164,127.103508,1,0
1147,1464,0,37.38606482,127.12380753,37.41233185,127.12702131,1,0
1148,1452,0,37.43206712,127.13001784,37.38830114,127.25587227,1,0
1149,1455,0,37.40104847,127.10614917,37.38692289,126.96512789,1,0
1150,1449,0,37.41211406,127.12861792,37.27538561,127.13659049,1,0
1151,1457,0,37.35135269,127.10983276,37.37522507,127.14522552,1,0
1152,1461,0,37.44311384,127.13921189,37.43768359,127.15959456,1,0
1153,1457,0,37.44291003,127.14299106,37.37179363,127.25324394,1,0
1154,1466,0,37.44524619,127.13827444,37.43521635,127.13943985,1,0
1155,1465,0,37.43217087,127.15729523,37.44311142,127.13936615,1,0
1156,1463,0,37.37921906,127.11323547,37.40623474,127.14513397,1,0
1157,1464,0,37.38897324,127.12441254,37.382255549999996,127.09532928,1,0
1158,1460,0,37.40316772,127.10783386,37.44652557,127.12695312,1,0
1159,1465,0,37.38329697,127.11465454,37.39559174,127.11279297,1,0
1160,1432,0,37.39419556,127.10947418,37.65420532,126.88587189,1,0
1161,1452,0,37.40409851,127.10883331,37.60013962,127.17219543,1,0
1162,1469,0,37.43312463,127.13065747,37.44517633,127.16163507,1,0
1163,1465,0,37.42150116,127.18250275,37.38052368,127.13071442,1,0
1164,1469,0,37.36602783,127.10829163,37.39032745,127.11277771,1,0
1165,1465,0,37.36598206,127.10825348,37.41004562,127.13339233,1,0
1166,1468,0,37.4024091,127.1085654,37.38630182,127.09247953,1,0
1167,1468,0,37.41299935,127.13100911,37.36610665,127.10808809,1,0
1168,1470,0,37.3975563,127.12895966,37.38705826,127.12260437,1,0
1169,1471,0,37.43938828,127.14477539,37.44457245,127.16687012,1,0
1170,1451,0,37.4442215,127.14434052,37.34579849,127.33808899,1,0
1171,1455,0,37.4542018,127.16569175,37.36742155,127.10595215,1,0
1172,1467,0,37.35081863,127.10882568,37.32714462,127.11840057,1,0
1173,1464,0,37.35112126,127.10899605,37.43313266,127.13069637,1,0
1174,1472,0,37.43220982,127.12922412,37.44003712,127.15953094,1,0
1175,1471,0,37.34803391,127.11038208,37.36965942,127.09927368,1,0
1176,1477,0,37.38705444,127.09648132,37.38829041,127.10122681,1,0
1177,1471,0,37.39981839,127.10861678,37.36343112,127.10612526,1,0
1178,1475,0,37.41168367,127.13045964,37.41063695,127.1401986,1,0
1179,1476,0,37.43033388,127.13683245,37.4202913,127.13113719,1,0
1180,1451,0,37.39573669,127.11074829,37.29449081,126.82093048,1,0
1181,1471,0,37.3962308,127.11112355,37.37233865,127.13233555,1,0
1182,1472,0,37.39777756,127.11222076,37.35045242,127.10910797,1,0
1183,1475,0,37.39648992,127.11283678,37.38676282,127.12096937,1,0
1184,1461,0,37.39631653,127.11134338,37.37782288,127.2625885,1,0
1185,1469,0,37.39524428,127.12710899,37.35273641,127.14572707,1,0
1186,1467,0,37.39530182,127.10965729,37.27192307,127.10066223,1,0
1187,1474,0,37.39476776,127.1129837,37.37114716,127.12679291,1,0
1188,1473,0,37.38529205,127.11184692,37.38286591,127.1291275,1,0
1189,1468,0,37.36661672,127.1203731,37.38590674,127.12552999,1,0
1190,1476,0,37.3979454,127.11130524,37.42040634,127.13284302,1,0
1191,1463,0,37.41225433,127.12847137,37.38978958,126.9541626,1,0
1192,1475,0,37.41225815,127.12606049,37.37705612,127.13420105,1,0
1193,1470,0,37.39377213,127.11083221,37.35821152,127.163414,1,0
1194,1473,0,37.43213654,127.12918854,37.43358994,127.21109009,1,0
1195,1470,0,37.3867549,127.1209583,37.41463112,127.15509614,1,0
1196,1469,0,37.35003662,127.10968781,37.28179169,127.10944366,1,0
1197,1481,0,37.37805939,127.11336517,37.39452362,127.1184845,1,0
1198,1478,0,37.41232636,127.12814394,37.36670753,127.12675282,1,0
1199,1480,0,37.44118118,127.16429138,37.42994308,127.15207672,1,0
1200,1443,0,37.39695491,127.11163688,37.66104573,126.78964031,1,0
1201,1461,0,37.39622116,127.11183929,37.25762939,127.032341,1,0
1202,1473,0,37.40231323,127.10813141,37.38621521,127.23062134,1,0
1203,1474,0,37.39718544,127.11217634,37.3497384,127.10881348,1,0
1204,1482,0,37.38638687,127.12521362,37.37395859,127.14209747,1,0
1205,1476,0,37.4330628,127.15521622,37.40542791,127.12589279,1,0
1206,1481,0,37.38430812,127.12334175,37.3663879,127.14200082,1,0
1207,1483,0,37.36921761,127.1191802,37.3658194,127.1080881,1,0
1208,1483,0,37.43344879,127.13256836,37.43904877,127.12585449,1,0
1209,1482,0,37.39626694,127.11116028000001,37.38704681,127.12483978,1,0
1210,1480,0,37.44071441,127.1467207,37.43991014,127.16507081,1,0
1211,1480,0,37.43207555,127.12924324,37.39372363,127.11844235,1,0
1212,1480,0,37.36325317,127.10810361,37.33680272,127.08694232,1,0
1213,1464,0,37.43532944,127.13981628,37.31060791,127.08408356,1,0
1214,1483,0,37.42883301,127.13352966,37.40728378,127.14569092,1,0
1215,1475,0,37.40408325,127.10884857,37.41871262,127.13529968,1,0
1216,1471,0,37.40144348,127.10590363,37.41501617,126.98825073,1,0
1217,1482,0,37.43155289,127.13435364,37.45088577,127.16532135,1,0
1218,1459,0,37.41875839,127.13489532,37.19154739,127.07413483,1,0
1219,1461,0,37.38409805,127.13124084,37.30506134,127.09185791,1,0
1220,1487,0,37.37775421,127.1151123,37.36264801,127.11325073,1,0
1221,1473,0,37.39125443,127.07619476,37.26309586,127.04967499,1,0
1222,1482,0,37.44076429,127.15986294,37.41859558,127.13572181,1,0
1223,1464,0,37.43318509,127.13095042,37.33862705,127.29446371,1,0
1224,1471,0,37.43193054,127.12911224,37.35122681,127.16545868,1,0
1225,1480,0,37.41270828,127.13048553,37.37236023,127.1361084,1,0
1226,1466,0,37.44496918,127.1590271,37.35657501,127.33729553,1,0
1227,1468,0,37.39648438,127.11154175,37.32215881,127.08770752,1,0
1228,1473,0,37.36606979,127.10740662,37.28791428,127.11710358,1,0
1229,1470,0,37.38423538,127.1242218,37.32664871,127.06835938,1,0
1230,1469,0,37.39464569,127.10948181,37.31498718,127.06478119,1,0
1231,1479,0,37.36527477,127.10691646,37.37102407,127.12680537,1,0
1232,1476,0,37.33969343,127.10758419,37.38442099,127.12635409,1,0
1233,1483,0,37.39382172,127.1113205,37.33330154,127.10250092,1,0
1234,1470,0,37.39742716,127.11163687,37.20547829,127.04087773,1,0
1235,1486,0,37.437767,127.16193788,37.44200591,127.14943957,1,0
1236,1483,0,37.41109467,127.12956238,37.36988831,127.13955688,1,0
1237,1480,0,37.43354916,127.1328126,37.44267806,127.16463708,1,0
1238,1472,0,37.40281631,127.10072239,37.3962794,126.95146353,1,0
1239,1478,0,37.43283675,127.13184427,37.44286606,127.16720855,1,0
1240,1485,0,37.40257439,127.10051638,37.38641992,127.12416134,1,0
1241,1485,0,37.3698349,127.1230011,37.36739349,127.1060257,1,0
1242,1490,0,37.42827606,127.14531708,37.4348526,127.16035461,1,0
1243,1484,0,37.39407993,127.11281185,37.36851055,127.10492991,1,0
1244,1479,0,37.36760281,127.10808805,37.32830077,127.07784412,1,0
1245,1490,0,37.43367333,127.1334403,37.44274892,127.13799773,1,0
1246,1484,0,37.37755203,127.11547852,37.29888916,127.10567474,1,0
1247,1480,0,37.41036987,127.13048553,37.36285019,127.15502167,1,0
1248,1489,0,37.39577396,127.11843625,37.38469413,127.12141359,1,0
1249,1486,0,37.38522063,127.12462096,37.37380368,127.12205377,1,0
1250,1477,0,37.40275955,127.10083771,37.28600311,127.04383087,1,0
1251,1485,0,37.40264523,127.10966585,37.37298192,127.1329495,1,0
1252,1492,0,37.41343293,127.13046931,37.43004089,127.12873207,1,0
1253,1484,0,37.39690018,127.11294556,37.41738129,127.12496948,1,0
1254,1426,0,37.40166092,127.1096344,36.64339828,127.43153381,1,0
1255,1481,0,37.36343113,127.10646916,37.28387862,127.05781187,1,0
1256,1466,0,37.34560013,127.10084534,37.24776077,127.05903625,1,0
1257,1494,0,37.44230796,127.13649862,37.44858707,127.13313033,1,0
1258,1489,0,37.43206649,127.12924453,37.46084077,127.16699165,1,0
1259,1492,0,37.41168213,127.12856293,37.38024139,127.11722565,1,0
1260,1492,0,37.43354416,127.12968445,37.44187927,127.16969299,1,0
1261,1489,0,37.43172447,127.12929323,37.43352634,127.16419853,1,0
1262,1495,0,37.41307831,127.13050842,37.43908691,127.12808228,1,0
1263,1488,0,37.39622879,127.11108398,37.41879654,127.13219452,1,0
1264,1495,0,37.39823835,127.1120327,37.37244667,127.10750446,1,0
1265,1495,0,37.44493484,127.15846252,37.43592072,127.17234802,1,0
1266,1491,0,37.35006332,127.11074066,37.32326889,127.09568024,1,0
1267,1488,0,37.41146088,127.12612152,37.44994736,127.13472748,1,0
1268,1492,0,37.43225165,127.12921817,37.45429326,127.16504795,1,0
1269,1488,0,37.36588,127.1080881,37.36458953,127.16529104,1,0
1270,1495,0,37.44342195,127.14020851,37.459213,127.16199304,1,0
1271,1497,0,37.38880018,127.12406738,37.37561605,127.14201418,1,0
1272,1479,0,37.39658356,127.11214447,37.19854736,127.11937714,1,0
1273,1486,0,37.43333054,127.13154602,37.35380554,127.21335602,1,0
1274,1455,0,37.34261875,127.10478498,36.83551347,127.14688081,1,0
1275,1493,0,37.3658905,127.10794067,37.32581711,127.09695435,1,0
1276,1491,0,37.45069122,127.12757874,37.43458939,127.13655853,1,0
1277,1495,0,37.37349319,127.11914825,37.35107803,127.1087265,1,0
1278,1498,0,37.374443049999996,127.13691711,37.38638687,127.12513733,1,0
1279,1494,0,37.44761151,127.12664817,37.37483814,127.12103242,1,0
1280,1500,0,37.4122978,127.1295236,37.43233858,127.12920631,1,0
1281,1492,0,37.39918624,127.12633937,37.43727905,127.16501814,1,0
1282,1481,0,37.40738937,127.09102192,37.21194969,127.11204725,1,0
1283,1489,0,37.3947525,127.11838531,37.31453705,127.09616089,1,0
1284,1450,0,37.36438751,127.10567474,37.65224457,126.9136734,1,0
1285,1490,0,37.34869134,127.11118357,37.44345007,127.1355274,1,0
1286,1499,0,37.38688268,127.12593299,37.41260061,127.1333889,1,0
1287,1495,0,37.36602783,127.10794067,37.37039948,127.13806152,1,0
1288,1498,0,37.43318079,127.13092961,37.44788102,127.15839345,1,0
1289,1491,0,37.3778806,127.11265392,37.36710305,127.16680436,1,0
1290,1499,0,37.39693492,127.11163688,37.3695451,127.11947794,1,0
1291,1487,0,37.39623199,127.11135854,37.44220331,127.13320124,1,0
1292,1505,0,37.46252978,127.17045204,37.45588587,127.16255665,1,0
1293,1501,0,37.413311,127.1239624,37.37953186,127.12740326,1,0
1294,1490,0,37.38649531,127.1253266,37.37086224,127.15915656,1,0
1295,1482,0,37.39624786,127.11105347,37.19192123,127.07120514,1,0
1296,1457,0,37.3795166,127.11516571,37.69013596,126.77963257,1,0
1297,1496,0,37.41113142,127.13046765,37.4616708,127.15780967,1,0
1298,1506,0,37.4533409,127.16063893,37.44965346,127.1662806,1,0
1299,1500,0,37.37015915,127.10153961,37.35961151,127.12449646,1,0
1300,1488,0,37.38523803,127.12464401,37.30131393,127.07499077,1,0
1301,1499,0,37.4443779,127.14315033,37.46216583,127.12693787,1,0
1302,1505,0,37.44081193,127.14696938,37.45433166,127.16030999,1,0
1303,1501,0,37.3661001,127.10808809,37.34120836,127.12398363,1,0
1304,1484,0,37.38593198,127.12236557,37.60306938,127.15637436,1,0
1305,1500,0,37.3869808,127.12582365,37.45072831,127.16590018,1,0
1306,1507,0,37.40552139,127.12266541,37.39027023,127.11837006,1,0
1307,1489,0,37.39536667,127.10980988,37.30571365,127.08940125,1,0
1308,1497,0,37.37920606,127.11542595,37.44466853,127.1294603,1,0
1309,1503,0,37.44101757,127.1321451,37.45179685,127.17034492,1,0
1310,1481,0,37.42465973,127.10153961,37.2909584,127.04664612,1,0
1311,1493,0,37.44786072,127.1265564,37.37294388,127.13300323,1,0
1312,1505,0,37.43219985,127.12922554,37.44357751,127.14072111,1,0
1313,1502,0,37.44093323,127.13136292,37.44921112,127.16542816,1,0
1314,1507,0,37.4293802,127.13088976,37.41420792,127.14454703,1,0
1315,1496,0,37.37720275,127.11617931,37.28494243,127.15193177,1,0
1316,1478,0,37.38650894,127.12425995,37.2732048,127.02385712,1,0
1317,1499,0,37.41046962,127.12949981,37.35422381,127.14169693,1,0
1318,1501,0,37.39088058,127.08388519,37.43180084,127.12900543,1,0
1319,1504,0,37.36260223,127.10713959,37.36931229,127.13492584,1,0
1320,1502,0,37.41233173,127.12704438,37.30742104,127.11011828,1,0
1321,1500,0,37.38322899,127.12173629,37.32408972,127.09841801,1,0
1322,1504,0,37.39983546,127.10247857,37.35977684,127.14858985,1,0
1323,1495,0,37.39981838,127.10795947,37.35297464,127.20661882,1,0
1324,1496,0,37.3810651,127.12969979,37.2916262,127.05990645,1,0
1325,1502,0,37.34783554,127.1103363,37.32395935,127.10237885,1,0
1326,1509,0,37.37840652,127.1133194,37.36392212,127.12819672,1,0
1327,1508,0,37.38782883,127.08694458,37.38637161,127.11469269,1,0
1328,1491,0,37.38560486,127.12217712,37.3445816,126.93636322,1,0
1329,1497,0,37.43299484,127.12918091,37.36327744,127.15795135,1,0
1330,1496,0,37.39989471,127.10430145,37.61521912,127.16309357,1,0
1331,1508,0,37.40977198,127.12567673,37.44036116,127.12991825,1,0
1332,1498,0,37.3506813,127.10877228,37.4648056,127.14717865,1,0
1333,1499,0,37.43973437,127.16088446,37.49401557,127.11949464,1,0
1334,1515,0,37.44189028,127.13509336,37.44369595,127.14111312,1,0
1335,1493,0,37.39623344,127.11164405,37.27098018,127.0624546,1,0
1336,1509,0,37.3911972,127.1257782,37.44146729,127.13083649,1,0
1337,1509,0,37.43259048,127.15822601,37.42499542,127.10036469,1,0
1338,1515,0,37.38205696,127.11697122,37.39604596,127.12535074,1,0
1339,1503,0,37.38644571,127.12538171,37.36465722,127.12310678,1,0
1340,1500,0,37.43511963,127.13916779,37.41152954,127.24951935,1,0
1341,1511,0,37.43042374,127.12955475,37.44935226,127.13804626,1,0
1342,1514,0,37.44359359,127.14264637,37.42735008,127.14567394,1,0
1343,1509,0,37.36401367,127.10671234,37.33963013,127.12137604,1,0
1344,1506,0,37.38737488,127.12554932,37.32339478,127.10102081,1,0
1345,1491,0,37.36376404,127.10596404,37.24430894,127.01659171,1,0
1346,1515,0,37.38642437,127.12540543,37.37322377,127.11247499,1,0
1347,1517,0,37.44659424,127.16728973,37.44064331,127.16823578,1,0
1348,1516,0,37.38352061,127.1213752,37.3795792,127.13346476,1,0
1349,1491,0,37.36181259,127.11457062,37.60351181,127.07925415,1,0
1350,1506,0,37.38608932,127.12271881,37.28924561,127.05046844,1,0
1351,1510,0,37.4481363,127.15822927,37.41128297,127.16533383,1,0
1352,1513,0,37.37785721,127.11271667,37.412117,127.13283539,1,0
1353,1512,0,37.38641739,127.1230545,37.35202789,127.14228821,1,0
1354,1516,0,37.37007523,127.11482239,37.38023376,127.10447693,1,0
1355,1508,0,37.39979935,127.10858917,37.31523132,127.07982635,1,0
1356,1507,0,37.43384552,127.12874603,37.3269577,127.08426666,1,0
1357,1507,0,37.38696671,127.12483215,37.4552803,127.16754913,1,0
1358,1516,0,37.44166549,127.14932296,37.47289304,127.14570611,1,0
1359,1518,0,37.42970288,127.14518441,37.42917132,127.13161327,1,0
1360,1518,0,37.43317032,127.13051605,37.43943024,127.16152954,1,0
1361,1521,0,37.39471926,127.12247616,37.38386541,127.12272027,1,0
1362,1500,0,37.39477539,127.12084198,37.1622467,127.1077652,1,0
1363,1517,0,37.37994327,127.11551394,37.37292289,127.13491898,1,0
1364,1520,0,37.44017196,127.14550371,37.45757548,127.16401238,1,0
1365,1512,0,37.41233444,127.12902832,37.44462204,127.1667099,1,0
1366,1511,0,37.41130066,127.13041687,37.38089752,127.2307663,1,0
1367,1523,0,37.37772452,127.13225109,37.37235805,127.14302853,1,0
1368,1516,0,37.40111199,127.10612346,37.41081309,127.13643031,1,0
1369,1516,0,37.40118408,127.10604858,37.37007523,127.11483765,1,0
1370,1517,0,37.38840866,127.12454987,37.42715836,127.10060883,1,0
1371,1515,0,37.3653717,127.10697937,37.44962692,127.13387299,1,0
1372,1522,0,37.37931654,127.12776817,37.3713658,127.10805304,1,0
1373,1500,0,37.39430455,127.11281184,37.49949973,126.75284423,1,0
1374,1512,0,37.44356346,127.14067482,37.4321411,127.21228822,1,0
1375,1515,0,37.38860191,127.12428794,37.39323239,127.05701909,1,0
1376,1511,0,37.36779727,127.10595214,37.29493009,127.12149668,1,0
1377,1515,0,37.44185492,127.13497449,37.44707741,127.16556699,1,0
1378,1512,0,37.39718544,127.11215076,37.21116037,127.07991908,1,0
1379,1501,0,37.36453098,127.10596334,37.25927254,127.03357004,1,0
1380,1518,0,37.41222382,127.12856293,37.39091492,127.09771729,1,0
1381,1521,0,37.38303375,127.12097931,37.41795349,127.13742065,1,0
1382,1520,0,37.44301326,127.13888503,37.44139646,127.16654492,1,0
1383,1521,0,37.37643814,127.11122131,37.43371964,127.14199066,1,0
1384,1526,0,37.37669049,127.11183021,37.36629109,127.10595219,1,0
1385,1520,0,37.36572266,127.10713959,37.41547394,127.1245575,1,0
1386,1526,0,37.35097885,127.12374115,37.3580513,127.11720276,1,0
1387,1496,0,37.38252437,127.12216455,37.26372541,127.00679113,1,0
1388,1521,0,37.39718544,127.11187175,37.37286973,127.10596311,1,0
1389,1527,0,37.38849258,127.12313843,37.39754868,127.13305664,1,0
1390,1524,0,37.43222046,127.12913513,37.41165924,127.16214752,1,0
1391,1502,0,37.43212303,127.12923648,37.65700602,127.17713634,1,0
1392,1527,0,37.41376114,127.1306076,37.41434479,127.15057373,1,0
1393,1519,0,37.41163319,127.12863336,37.3762331,127.28900953,1,0
